| 标题                                           | 标题链接                                     | 发布日期       |
| 轻轻松松，把写作效率提高 30%                             | https://blog.tujunjie.com/20230521145724 | 2019/4/7   |
| 别相信你能靠意志坚持的鬼话                                | https://blog.tujunjie.com/20230521145925 | 2019/4/6   |
| 2019 订阅源更新 v1                                | https://blog.tujunjie.com/20230521150045 | 2019/4/5   |
| 如果意外身亡，我的数字财产怎么办？                            | https://blog.tujunjie.com/20230521150531 | 2019/4/3   |
| “是你过去的每一个决定，把你推到了今天。”                        | https://blog.tujunjie.com/20230521150820 | 2019/4/2   |
| 用 “避免核心目标拖延大法” 让时薪翻倍                         | https://blog.tujunjie.com/20230521151031 | 2019/4/1   |
| 你有没有因为读了哪本书，才开始读更多书？                         | https://blog.tujunjie.com/20230521151150 | 2019/3/31  |
| 你为什么开始记录时间？                                  | https://blog.tujunjie.com/20230521151338 | 2019/3/30  |
| 做了单 100 万的生意，2019 年第 1 件里程碑事件                | https://blog.tujunjie.com/20230521151615 | 2019/3/20  |
| 今天可以不刷剧吗？我想请你坐下，回答自己 7 个问题                   | https://blog.tujunjie.com/20230521151750 | 2019/3/19  |
| 这个值钱的习惯希望你接住                                 | https://blog.tujunjie.com/20230521151929 | 2019/3/6   |
| 如何避免核心目标习惯性拖延                                | https://blog.tujunjie.com/20230521152727 | 2019/2/28  |
| 最重要的事只有一件丨读书笔记                               | https://blog.tujunjie.com/20230521152945 | 2019/2/27  |
| 继续 “消极型人格”，会单身一辈子哦                           | https://blog.tujunjie.com/20230521153123 | 2019/2/25  |
| 自由职业不自由丨读书笔记                                 | https://blog.tujunjie.com/20230521153219 | 2019/2/24  |
| 学会一项新技能要花多久？                                 | https://blog.tujunjie.com/20230521153517 | 2019/2/22  |
| “没时间，没办法，不知道。”                               | https://blog.tujunjie.com/20230521153620 | 2019/2/21  |
| 向美国国父学做记录丨读书笔记                               | https://blog.tujunjie.com/20230521153921 | 2019/2/20  |
| 为什么我每天思考 6 万件事，仍然学不会如何思考                     | https://blog.tujunjie.com/20230521154227 | 2019/2/19  |
| 请停止无效努力丨读书笔记                                 | https://blog.tujunjie.com/20230521154353 | 2019/2/18  |
| 耍小聪明的时间记录者                                   | https://blog.tujunjie.com/20230521154509 | 2019/2/17  |
| 一天不止 24 小时丨读书笔记                              | https://blog.tujunjie.com/20230521154623 | 2019/2/14  |
| 张弛用这个方法成为巴音布鲁克的王                             | https://blog.tujunjie.com/20230521154702 | 2019/2/13  |
| 春节期间没做记录时间怎么办？                               | https://blog.tujunjie.com/20230521154822 | 2019/2/12  |
| 3 次提问帮你每周节约 8 小时丨读书笔记                        | https://blog.tujunjie.com/20230521154938 | 2019/2/10  |
| 从安卓 aTimeLogger 切换到 iOS 的 TimeTrack          | https://blog.tujunjie.com/20230521161236 | 2019/2/6   |
| 手机半死不活的抢救方案                                  | https://blog.tujunjie.com/20230521161830 | 2019/2/5   |
| 为什么有人买 8000 块的手机不觉得贵？                        | https://blog.tujunjie.com/20230521161937 | 2019/2/3   |
| 有没有能记录我一天在每件事上花了多少时间的 App？                   | https://blog.tujunjie.com/20230521162250 | 2019/1/31  |
| 记录生活是小众需求吗？                                  | https://blog.tujunjie.com/20230521162519 | 2019/1/30  |
| 每天 15 分钟，留住你的人生                              | https://blog.tujunjie.com/20230521162820 | 2019/1/29  |
| 87 岁 “经营之神” 给年轻人的 12 条建议丨读书笔记                | https://blog.tujunjie.com/20230521162933 | 2019/1/28  |
| 未来 3 到 5 年，互联网人应该重点培养哪种能力？                   | https://blog.tujunjie.com/20230521163104 | 2019/1/25  |
| 求锦鲤不如求自己，定目标我是认真的丨 少数派 2018 年度征文             | https://blog.tujunjie.com/20230523225220 | 2019/1/24  |
| 用这三句话把自己骂醒                                   | https://blog.tujunjie.com/20230521163212 | 2019/1/24  |
| 哪些手机 App 构成了我的日常？                            | https://blog.tujunjie.com/20230521164602 | 2019/1/23  |
| 上班族开拓副业收入的 3 种方法                             | https://blog.tujunjie.com/20230521165051 | 2019/1/22  |
| 减重 15 斤的秘诀就这一条                               | https://blog.tujunjie.com/20230521165705 | 2019/1/21  |
| 万物互联，当你的一切都被记录                               | https://blog.tujunjie.com/20230521170815 | 2019/1/20  |
| 闲懒像吻，被偷走才是甜的丨《发现心流》读书笔记                      | https://blog.tujunjie.com/20230521170946 | 2019/1/18  |
| 写在时间记录 20000 小时后丨我的记录体系起源                    | https://blog.tujunjie.com/20230521171327 | 2019/1/17  |
| 重要资料不备份你就等着吧指南                               | https://blog.tujunjie.com/20230521171548 | 2019/1/16  |
| 多大的人了，连微信加好友的礼貌都不懂？                          | https://blog.tujunjie.com/20230521171738 | 2019/1/15  |
| 构建知识体系的 “快速通道”                               | https://blog.tujunjie.com/20230521171923 | 2019/1/14  |
| Qq 邮箱还能帮你记生日？                                | https://blog.tujunjie.com/20230521172138 | 2019/1/13  |
| 3 个小习惯，帮助你深度思考丨《好好学习》读书笔记                    | https://blog.tujunjie.com/20230521174200 | 2019/1/11  |
| 个人大数据：涂俊杰 2018 年的 8760 小时                    | https://blog.tujunjie.com/20230521194617 | 2019/1/10  |
| 如果至少有 10 位大咖向你推荐同一种学习方法，你愿意学吗？               | https://blog.tujunjie.com/20230521203107 | 2019/1/9   |
| 有一种病叫拿起麦克风就语无伦次丨参加银行螺丝钉读者见面会有感               | https://blog.tujunjie.com/20230521203304 | 2019/1/7   |
| 2019 年第 1 周，做好这几件事                           | https://blog.tujunjie.com/20230521203619 | 2019/1/6   |
| 为什么说列出目标只完成了 “年度计划” 的 ⅓                      | https://blog.tujunjie.com/20230521203906 | 2019/1/5   |
| 从网易云歌单看性格                                    | https://blog.tujunjie.com/20230521204103 | 2019/1/4   |
| 你和有钱人哪里不一样丨读书笔记                              | https://blog.tujunjie.com/20230521204322 | 2019/1/3   |
| 痴迷量化的 “直男癌男友” 说情话                            | https://blog.tujunjie.com/20230521204452 | 2019/1/2   |
| 过去一年我创造了什么？                                  | https://blog.tujunjie.com/20230521204718 | 2019/1/1   |
| 想象要狂野，预言要自证丨 2019 年目标                        | https://blog.tujunjie.com/20230522093839 | 2018/12/30 |
| 如果给今年打个分，怎么打？打几分？                            | https://blog.tujunjie.com/20230522094053 | 2018/12/29 |
| 365 天后，我只剩一半 “朋友”                            | https://blog.tujunjie.com/20230522095027 | 2018/12/28 |
| 2018，谢谢你们让我变得更好！                             | https://blog.tujunjie.com/20230522095201 | 2018/12/27 |
| 年底，资产盘点怎么做？                                  | https://blog.tujunjie.com/20230522095612 | 2018/12/26 |
| 2018，美食不可辜负！                                 | https://blog.tujunjie.com/20230522095805 | 2018/12/25 |
| 2018 年，我去了贵阳 / 佛山 / 海陵岛 / 长隆海洋王国             | https://blog.tujunjie.com/20230522100826 | 2018/12/24 |
| 怎样快速做出决定？                                    | https://blog.tujunjie.com/20230522100706 | 2018/12/24 |
| 相互偷看，彼此沉默（原标题：沉默的父爱）                         | https://blog.tujunjie.com/20230522100452 | 2018/12/24 |
| 怎么写日记？                                       | https://blog.tujunjie.com/20230522100336 | 2018/12/24 |
| 整理照片时才惊觉时间飞逝                                 | https://blog.tujunjie.com/20230522101048 | 2018/12/23 |
| 568 小时 “阅览”，是什么组成了我？                         | https://blog.tujunjie.com/20230522103003 | 2018/12/22 |
| 求知欲≈每天提问 81 次                                | https://blog.tujunjie.com/20230522103146 | 2018/12/21 |
| “混日子” 的正确姿势                                  | https://blog.tujunjie.com/20230522103648 | 2018/12/20 |
| “多和这个世界产生联系”                                 | https://blog.tujunjie.com/20230522103814 | 2018/12/19 |
| 我希望 aTimeLogger 是什么样的社群？                     | https://blog.tujunjie.com/20230522104051 | 2018/12/18 |
| 生活是动态的                                       | https://blog.tujunjie.com/20230522103947 | 2018/12/18 |
| 2018，最重要的做 3 件事！                             | https://blog.tujunjie.com/20230522104235 | 2018/12/17 |
| 时间在哪，成就在哪                                    | https://blog.tujunjie.com/20230522104358 | 2018/12/16 |
| 娱乐时间连起来可以看 378 次复联 3                         | https://blog.tujunjie.com/20230522104512 | 2018/12/15 |
| 总有一笔账，不算不知道…                                 | https://blog.tujunjie.com/20230522104633 | 2018/12/14 |
| 我今年意识到的 22 条变化                               | https://blog.tujunjie.com/20230522104751 | 2018/12/13 |
| 想法再好，也要落地                                    | https://blog.tujunjie.com/20230522104945 | 2018/12/12 |
| 2018 年我购买的物件                                 | https://blog.tujunjie.com/20230522105412 | 2018/12/11 |
| 2018 年我 “特别关注” 他们                            | https://blog.tujunjie.com/20230522105123 | 2018/12/10 |
| 2018 碎片信息源变化                                 | https://blog.tujunjie.com/20230522105753 | 2018/12/9  |
| 2018 年度关键词：阅读                                | https://blog.tujunjie.com/20230522105850 | 2018/12/8  |
| 涂俊杰的 2018 年的角色分配饼图                           | https://blog.tujunjie.com/20230522110009 | 2018/12/7  |
| 写给 aTimeLogger 群友的信                          | https://blog.tujunjie.com/20230522110133 | 2018/12/6  |
| 坚持记账1000天，我学会的3件事…                           | https://blog.tujunjie.com/20230523224743 | 2018/10/12 |
| 十年百句丨它们帮我构建三观                                | https://blog.tujunjie.com/20230522110406 | 2018/9/5   |
| 2018 年第 3-4 周 #想法# 汇总                        | https://blog.tujunjie.com/20230522110600 | 2018/1/29  |
| 个人大数据：涂俊杰 2017 年的 8760 小时                    | https://blog.tujunjie.com/20230522114525 | 2018/1/21  |
| 分享搞机 13 年，那些让我更有效率的优秀软件（Win10＆Android）       | https://blog.tujunjie.com/20230522121005 | 2017/10/9  |
| 投放百度信息流，怎样批量、有逻辑的快速上新计划？                     | https://blog.tujunjie.com/20230522121726 | 2017/9/19  |
| 信息流效果不好？可能是你没有认真做过业务分析丨附红酒项目投放案例             | https://blog.tujunjie.com/20230522125404 | 2017/9/12  |
| 认识自己的 3 条途径和 10 种方法                          | https://blog.tujunjie.com/20230522130751 | 2017/9/2   |
| 学英语 100 天丨学生时代的学习能力不是巅峰，想学习的时候才是             | https://blog.tujunjie.com/20230522131401 | 2017/7/2   |
| 这是我在一直坚持的事，你的呢？                              | https://blog.tujunjie.com/20230522131535 | 2017/5/24  |
| 庆祝 7 天早起群，四月结业                               | https://blog.tujunjie.com/20230522131751 | 2017/5/7   |
| 庆祝 7 天早起群，四期结业                               | https://blog.tujunjie.com/20230522131948 | 2017/4/21  |
| 趁年轻，尽量去过 “找麻烦” 的人生                           | https://blog.tujunjie.com/20230522132350 | 2017/4/15  |
| 庆祝 7 天早起群，三期结业                               | https://blog.tujunjie.com/20230522132545 | 2017/4/13  |
| 庆祝 7 天早起群，二期结业                               | https://blog.tujunjie.com/20230522132801 | 2017/4/6   |
| 庆祝 7 天早起群，一期结业                               | https://blog.tujunjie.com/20230522133114 | 2017/3/30  |
| 手把手教你用Excel分析网站流量（实例讲解）                      | https://blog.tujunjie.com/20230524104312 | 2017/3/29  |
| 一些让我变得更好的小技巧                                 | https://blog.tujunjie.com/20230522133520 | 2017/3/25  |
| 花了 70 小时 56 分 31 秒，看完 100 场ted，我经历了什么，收获了什么？ | https://blog.tujunjie.com/20230522193629 | 2017/3/22  |
| 24 岁，写给我爸                                    | https://blog.tujunjie.com/20230523121219 | 2017/3/17  |
| 24 岁，写给我妈                                    | https://blog.tujunjie.com/20230523121131 | 2017/3/17  |
| 24 岁，写给自己                                    | https://blog.tujunjie.com/20230523120928 | 2017/3/17  |
| 我在思考，我现在由衷的热爱什么？                             | https://blog.tujunjie.com/20230523121827 | 2017/3/2   |
| 我从这 4 场知乎 Live 获得的感悟，以及如果我是主讲人会怎么做？          | https://blog.tujunjie.com/20230523122154 | 2017/3/1   |
| 怎样设计并制作一份运营报告？                               | https://blog.tujunjie.com/20230523123754 | 2017/1/16  |
| 个人大数据：涂俊杰 2016 年的 8760 小时                    | https://blog.tujunjie.com/20230523133612 | 2017/1/4   |
| 公众号上线之前，我做了哪些准备？                             | https://blog.tujunjie.com/20230523134233 | 2016/12/31 |
| 百度统计和cnzz实际使用效果评测                            | https://blog.tujunjie.com/20230523215935 | 2016/12/21 |
| 11年q龄纪念                                      | https://blog.tujunjie.com/20230526133139 | 2016/12/19 |
| 一位 90 后运营者的精进之路：3 年运营工作教会了我什么？               | https://blog.tujunjie.com/20230523220238 | 2016/11/30 |
| 我们都是不真实的人                                    | https://blog.tujunjie.com/20230523224208 | 2016/11/22 |
| 从新手到部门 Leader：2 年管理经验的 90 后，总结了 12000 字管理心得  | https://blog.tujunjie.com/20230523220516 | 2016/11/15 |
| 三十岁前不要怕                                      | https://blog.tujunjie.com/20230526132703 | 2016/11/15 |
| 如果你今夜就死去                                     | https://blog.tujunjie.com/20230526131552 | 2016/10/29 |
| 数据人生丨如何进行高效的目标管理？                            | https://blog.tujunjie.com/20230523221515 | 2016/10/25 |
| 21 天早起计划（8.29-9.18）日记                        | https://blog.tujunjie.com/20230524105610 | 2016/10/14 |
| 怎样才能把心底产生的那种转瞬即逝的决心保持住？                      | https://blog.tujunjie.com/20230524235455 | 2016/9/13  |
| 搜索引擎营销术语全解                                   | https://blog.tujunjie.com/20230524102632 | 2016/9/8   |
| 如何构建自己的笔记系统？                                 | https://blog.tujunjie.com/20230523214612 | 2016/8/26  |
| 数据分析中会常犯哪些错误，如何解决？                           | https://blog.tujunjie.com/20230524102311 | 2016/8/10  |
| 如何高效的搜索？                                     | https://blog.tujunjie.com/20230525000928 | 2016/7/23  |
| 在「魏则西事件」中，除了抵制百度，还有哪些更重要的事情？                 | https://blog.tujunjie.com/20230524110040 | 2016/5/3   |
| 长大了，再不咬文嚼字                                   | https://blog.tujunjie.com/20230526122317 | 2016/4/20  |
| 使用哪些软件能极大提高工作效率？                             | https://blog.tujunjie.com/20230523224045 | 2016/3/17  |
| 妈妈生日快乐                                       | https://blog.tujunjie.com/20230526130759 | 2016/3/16  |
| 人生他处，必有照应                                    | https://blog.tujunjie.com/20230526124247 | 2015/9/25  |
| 忆第一次参加招聘会                                    | https://blog.tujunjie.com/20230526124412 | 2015/9/21  |
| 低头吃饭，他先动筷，我跟着                                | https://blog.tujunjie.com/20230526124816 | 2015/9/12  |
| 「离开」是一种什么样的体验？                               | https://blog.tujunjie.com/20230525091333 | 2015/8/17  |
| 你经历过哪些「小确幸」？                                 | https://blog.tujunjie.com/20230525162107 | 2015/7/11  |
| 小龙虾引发的大情绪                                    | https://blog.tujunjie.com/20230526123616 | 2015/6/6   |
| 塞班是如何衰败的？                                    | https://blog.tujunjie.com/20230525162509 | 2015/4/17  |
| 你好，陌生人                                       | https://blog.tujunjie.com/20230526122655 | 2015/4/15  |
| 别扭，就不强求                                      | https://blog.tujunjie.com/20230526121724 | 2015/4/9   |
| 爱哭鬼，从不哭                                      | https://blog.tujunjie.com/20230526115301 | 2015/4/8   |
| 歌王之夜，汪涵救场                                    | https://blog.tujunjie.com/20230526131037 | 2015/3/28  |
| 为什么我们的密码常换？                                  | https://blog.tujunjie.com/20230526114705 | 2015/3/27  |
| 烂尾桥烂尾楼                                       | https://blog.tujunjie.com/20230526114341 | 2015/3/24  |
| 梦幻西游——空空                                     | https://blog.tujunjie.com/20230526114129 | 2015/3/23  |
| 不要剧透，不要剧透                                    | https://blog.tujunjie.com/20230526113930 | 2015/3/21  |
| 可是门在哪里？                                      | https://blog.tujunjie.com/20230526113602 | 2015/3/18  |
| 不打陕西招牌的凉皮                                    | https://blog.tujunjie.com/20230526113345 | 2015/3/16  |
| 曾经的手艺人                                       | https://blog.tujunjie.com/20230526113056 | 2015/3/12  |
| 再玩一次拳皇97                                     | https://blog.tujunjie.com/20230526112834 | 2015/3/4   |
| 没头脑，无意义                                      | https://blog.tujunjie.com/20230526112138 | 2015/3/2   |
| 故事戛然而止                                       | https://blog.tujunjie.com/20230526111756 | 2015/2/27  |
| 挑扁担卖豆花                                       | https://blog.tujunjie.com/20230526111545 | 2015/2/25  |
| 不教胡马度阴山                                      | https://blog.tujunjie.com/20230526111339 | 2015/2/10  |
| 落bar，醒着到来年                                   | https://blog.tujunjie.com/20230526111011 | 2015/2/8   |
| 没错，我是个吃货                                     | https://blog.tujunjie.com/20230526110807 | 2015/2/7   |
| 每天能写文章（博客、微信公众号）的人是怎么安排时间的？                  | https://blog.tujunjie.com/20230525162845 | 2015/2/6   |
| 走一步路不需要勇气                                    | https://blog.tujunjie.com/20230526110653 | 2015/2/4   |
| 公交上的九年                                       | https://blog.tujunjie.com/20230526110528 | 2015/1/31  |
| 人各有志，我想试一试                                   | https://blog.tujunjie.com/20230526110423 | 2015/1/30  |
| “今年估计是能聚齐的最后一年了啊”                            | https://blog.tujunjie.com/20230526110326 | 2015/1/29  |
| 跌倒了，请让我好好休息一会。                               | https://blog.tujunjie.com/20230526105449 | 2015/1/22  |
| 如何看待「父母为生二胎逼得 13 岁长女自杀」？                     | https://blog.tujunjie.com/20230525163340 | 2015/1/20  |
| 时间太瘦，指缝太宽。                                   | https://blog.tujunjie.com/20230526105340 | 2015/1/18  |
| 他们只是路过                                       | https://blog.tujunjie.com/20230526105243 | 2015/1/15  |
| 与发小玄武湖泛舟                                     | https://blog.tujunjie.com/20230526105046 | 2015/1/13  |
| 你为什么不表白？                                     | https://blog.tujunjie.com/20230525163847 | 2015/1/12  |
| 我与歌的故事                                       | https://blog.tujunjie.com/20230526104728 | 2015/1/11  |
| 往前十里，地铁半小时                                   | https://blog.tujunjie.com/20230526104528 | 2015/1/10  |
| 进碟，起歌。                                       | https://blog.tujunjie.com/20230526104405 | 2015/1/9   |
| 我在广州的房东                                      | https://blog.tujunjie.com/20230526104228 | 2015/1/7   |
| 在最艰难的时刻，是什么让你度过难关？                           | https://blog.tujunjie.com/20230525164108 | 2015/1/3   |
| 顾城的生平是否影响别人喜欢他的诗？                            | https://blog.tujunjie.com/20230524110747 | 2014/12/30 |
| 一个缺乏特长的知乎新人如何在知乎上获得更多注意和认同？                  | https://blog.tujunjie.com/20230525164338 | 2014/8/29  |
| 为什么人们长时间不联系会导致关系疏远？                          | https://blog.tujunjie.com/20230525164521 | 2014/8/25  |
| 让你感动到哭的电影是什么？                                | https://blog.tujunjie.com/20230525164756 | 2014/8/22  |
